Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2013-02-13,Poetic Justice,Kendrick Lamar Featuring Drake,36,41,36,4,https://charts-static.billboard.com/img/2010/10/kendrick-lamar-atc-180x180.jpg
2013-02-13,Demons,Imagine Dragons,37,42,37,3,https://charts-static.billboard.com/img/2012/08/imagine-dragons-ud7-demons-hh8-180x180.jpg
2013-02-13,Somebody That I Used To Know,Gotye Featuring Kimbra,38,35,32,4,https://charts-static.billboard.com/img/2011/10/gotye-d4f-somebody-that-i-used-to-know-lme-180x180.jpg
2013-02-13,As Long As You Love Me,Justin Bieber Featuring Big Sean,39,45,35,4,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg
2013-02-13,Wanted,Hunter Hayes,40,39,39,4,#
2013-02-13,Call Me Maybe,Carly Rae Jepsen,41,36,31,4,https://charts-static.billboard.com/img/2008/08/carly-rae-jepsen-fhc-180x180.jpg
2013-02-13,Love Me,Lil Wayne Featuring Drake & Future,42,42,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2013-02-13,Too Close,Alex Clare,43,37,34,4,https://charts-static.billboard.com/img/2012/03/alex-clare-gdw-106x106.jpg
2013-02-13,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,44,43,37,4,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2013-02-13,Try,P!nk,45,44,43,4,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2013-02-13,Bitch; Don't Kill My Vibe,Kendrick Lamar,46,49,46,4,https://charts-static.billboard.com/img/2010/10/kendrick-lamar-atc-180x180.jpg
2013-02-13,Little Things,One Direction,47,34,33,4,https://charts-static.billboard.com/img/2011/09/one-direction-rlp-180x180.jpg
2013-02-13,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,48,47,47,2,#
2013-02-13,When I Was Your Man,Bruno Mars,49,49,1,-,https://charts-static.billboard.com/img/2012/12/bruno-mars-c75-wheniwasyourman-zjd-180x180.jpg
2013-02-13,Titanium,David Guetta Featuring Sia,50,48,48,4,https://charts-static.billboard.com/img/2003/11/david-guetta-ruw-180x180.jpg
2013-02-20,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,1,5,https://charts-static.billboard.com/img/2012/09/macklemore-ryan-lewis-79t-thriftshop-0bd-180x180.jpg
2013-02-20,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,2,2,2,5,https://charts-static.billboard.com/img/2011/12/aap-rocky-ai8-180x180.jpg
2013-02-20,Ho Hey,The Lumineers,3,3,3,5,https://charts-static.billboard.com/img/2012/04/the-lumineers-3ig-180x180.jpg
2013-02-20,Locked Out Of Heaven,Bruno Mars,4,4,2,5,https://charts-static.billboard.com/img/2012/10/bruno-mars-c75-lockedoutofheaven-fgw-180x180.jpg
2013-02-20,It's Time,Imagine Dragons,5,5,5,5,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-180x180.jpg
2013-02-20,Radioactive,Imagine Dragons,6,8,6,5,https://charts-static.billboard.com/img/2012/08/imagine-dragons-ud7-radioactive-qrr-180x180.jpg
2013-02-20,Scream & Shout,will.i.am & Britney Spears,7,7,7,5,https://charts-static.billboard.com/img/2012/12/william-eaz-106x106.jpg
2013-02-20,Don't You Worry Child,Swedish House Mafia Featuring John Martin,8,6,6,5,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-106x106.jpg
2013-02-20,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,9,11,9,5,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg
2013-02-20,Sweet Nothing,Calvin Harris Featuring Florence Welch,10,10,10,5,https://charts-static.billboard.com/img/2012/10/calvin-harris-ffl-180x180.jpg
2013-02-20,Diamonds,Rihanna,11,9,3,5,https://charts-static.billboard.com/img/2012/10/rihanna-k0p-diamonds-wld-180x180.jpg
2013-02-20,Swimming Pools (Drank),Kendrick Lamar,12,12,8,5,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-atc-swimmingpoolsdrank-9i9-180x180.jpg
2013-02-20,Little Talks,Of Monsters And Men,13,13,13,5,https://charts-static.billboard.com/img/2011/11/of-monsters-and-men-03q-little-talks-jig-180x180.jpg
2013-02-20,Some Nights,fun.,14,14,11,5,https://charts-static.billboard.com/img/2009/09/fun-0dk-180x180.jpg
2013-02-20,The A Team,Ed Sheeran,15,15,15,5,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2013-02-20,I Will Wait,Mumford & Sons,16,19,16,5,https://charts-static.billboard.com/img/2012/08/mumford-sons-miw-106x106.jpg
2013-02-20,Home,Phillip Phillips,17,17,16,5,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-180x180.jpg
2013-02-20,When I Was Your Man,Bruno Mars,18,49,18,2,https://charts-static.billboard.com/img/2012/12/bruno-mars-c75-wheniwasyourman-zjd-180x180.jpg
2013-02-20,Suit & Tie,Justin Timberlake Featuring JAY Z,19,30,19,3,https://charts-static.billboard.com/img/2002/09/justin-timberlake-8fk-180x180.jpg
2013-02-20,Die Young,Ke$ha,20,16,12,5,https://charts-static.billboard.com/img/2012/10/kesha-1uk-dieyoung-tsg-180x180.jpg
2013-02-20,One More Night,Maroon 5,21,18,15,5,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-180x180.jpg
2013-02-20,Hall Of Fame,The Script Featuring will.i.am,22,25,22,5,https://charts-static.billboard.com/img/2012/09/the-script-lb9-106x106.jpg
2013-02-20,Love Me,Lil Wayne Featuring Drake & Future,23,42,23,2,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2013-02-20,Sail,AWOLNATION,24,23,23,5,https://charts-static.billboard.com/img/2011/02/awolnation-e35-sail-sgs-180x180.jpg
2013-02-20,Girl On Fire,Alicia Keys Featuring Nicki Minaj,25,27,25,5,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2013-02-20,Thinkin Bout You,Frank Ocean,26,28,23,5,https://charts-static.billboard.com/img/2011/05/frank-ocean-3ku-180x180.jpg
2013-02-20,Gangnam Style,PSY,27,22,13,5,https://charts-static.billboard.com/img/2012/07/psy-auz-gangnam-style-gr3-180x180.jpg
2013-02-20,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,28,31,26,5,https://charts-static.billboard.com/img/2002/08/juicy-j-veb-180x180.jpg
2013-02-20,Lights,Ellie Goulding,29,20,20,5,https://charts-static.billboard.com/img/2011/08/ellie-goulding-4hg-lights-4go-180x180.jpg
2013-02-20,Clique,Kanye West| Jay-Z| Big Sean,30,24,22,5,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2013-02-20,I'm Different,2 Chainz,31,29,28,5,https://charts-static.billboard.com/img/2011/01/2-chainz-gor-180x180.jpg
2013-02-20,No Worries,Lil Wayne Featuring Detail,32,33,27,5,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2013-02-20,We Are Young,fun. Featuring Janelle Monae,33,34,29,5,https://charts-static.billboard.com/img/2011/10/fun-0dk-weareyoung-siq-180x180.jpg
2013-02-20,All Gold Everything,Trinidad James,34,34,1,-,https://charts-static.billboard.com/img/2012/11/trinidad-james-kkd-180x180.jpg
2013-02-20,I Cry,Flo Rida,35,21,20,5,https://charts-static.billboard.com/img/2012/09/flo-rida-8v1-106x106.jpg
2013-02-20,Poetic Justice,Kendrick Lamar Featuring Drake,36,36,36,5,https://charts-static.billboard.com/img/2010/10/kendrick-lamar-atc-180x180.jpg
2013-02-20,We Are Never Ever Getting Back Together,Taylor Swift,37,32,21,5,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2013-02-20,Demons,Imagine Dragons,38,37,37,4,https://charts-static.billboard.com/img/2012/08/imagine-dragons-ud7-demons-hh8-180x180.jpg
2013-02-20,Stubborn Love,The Lumineers,39,35,35,5,https://charts-static.billboard.com/img/2012/04/the-lumineers-3ig-180x180.jpg
2013-02-20,Somebody That I Used To Know,Gotye Featuring Kimbra,40,38,32,5,https://charts-static.billboard.com/img/2011/10/gotye-d4f-somebody-that-i-used-to-know-lme-180x180.jpg
2013-02-20,Bitch; Don't Kill My Vibe,Kendrick Lamar,41,46,41,5,https://charts-static.billboard.com/img/2010/10/kendrick-lamar-atc-180x180.jpg
2013-02-20,Wanted,Hunter Hayes,42,40,39,5,#
2013-02-20,Anything Could Happen,Ellie Goulding,43,26,19,5,https://charts-static.billboard.com/img/2012/09/ellie-goulding-1mr-180x180.jpg
2013-02-20,Try,P!nk,44,45,43,5,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2013-02-20,Daylight,Maroon 5,45,45,1,-,https://charts-static.billboard.com/img/2012/12/maroon-5-9st-180x180.jpg
2013-02-20,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,46,46,1,-,https://charts-static.billboard.com/img/2012/10/macklemore-ryan-lewis-79t-cantholdus-uf4-180x180.jpg
2013-02-20,Mercy,Kanye West| Big Sean| Pusha T| 2 Chainz,47,44,37,5,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2013-02-20,Call Me Maybe,Carly Rae Jepsen,48,41,31,5,https://charts-static.billboard.com/img/2008/08/carly-rae-jepsen-fhc-180x180.jpg
2013-02-20,Midnight City,M83.,49,49,1,-,https://charts-static.billboard.com/img/2004/08/m83-bmy-180x180.jpg
2013-02-20,Titanium,David Guetta Featuring Sia,50,50,48,5,https://charts-static.billboard.com/img/2003/11/david-guetta-ruw-180x180.jpg
2013-02-27,Harlem Shake,Baauer,1,1,1,-,https://charts-static.billboard.com/img/2013/02/baauer-fjy-106x106.jpg
2013-02-27,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,1,1,6,https://charts-static.billboard.com/img/2012/09/macklemore-ryan-lewis-79t-thriftshop-0bd-180x180.jpg
2013-02-27,Started From The Bottom,Drake,3,3,1,-,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2013-02-27,Scream & Shout,will.i.am & Britney Spears,4,7,4,6,https://charts-static.billboard.com/img/2012/12/william-eaz-106x106.jpg
2013-02-27,Gangnam Style,PSY,5,27,5,6,https://charts-static.billboard.com/img/2012/07/psy-auz-gangnam-style-gr3-180x180.jpg
2013-02-27,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,6,2,2,6,https://charts-static.billboard.com/img/2011/12/aap-rocky-ai8-180x180.jpg
2013-02-27,Stay,Rihanna Featuring Mikky Ekko,7,7,1,-,https://charts-static.billboard.com/img/2012/12/rihanna-k0p-stay-tu3-180x180.jpg
2013-02-27,Ho Hey,The Lumineers,8,3,3,6,https://charts-static.billboard.com/img/2012/04/the-lumineers-3ig-180x180.jpg
2013-02-27,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,9,9,9,6,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg
2013-02-27,I Knew You Were Trouble.,Taylor Swift,10,10,1,-,https://charts-static.billboard.com/img/2012/10/taylor-swift-9sy-iknewyouweretrouble-v71-180x180.jpg
2013-02-27,Love Me,Lil Wayne Featuring Drake & Future,11,23,11,3,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2013-02-27,When I Was Your Man,Bruno Mars,12,18,12,3,https://charts-static.billboard.com/img/2012/12/bruno-mars-c75-wheniwasyourman-zjd-180x180.jpg
2013-02-27,Diamonds,Rihanna,13,11,3,6,https://charts-static.billboard.com/img/2012/10/rihanna-k0p-diamonds-wld-180x180.jpg
2013-02-27,Locked Out Of Heaven,Bruno Mars,14,4,2,6,https://charts-static.billboard.com/img/2012/10/bruno-mars-c75-lockedoutofheaven-fgw-180x180.jpg
2013-02-27,Call Me Maybe,Carly Rae Jepsen,15,48,15,6,https://charts-static.billboard.com/img/2008/08/carly-rae-jepsen-fhc-180x180.jpg
2013-02-27,Girl On Fire,Alicia Keys Featuring Nicki Minaj,16,25,16,6,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2013-02-27,Radioactive,Imagine Dragons,17,6,6,6,https://charts-static.billboard.com/img/2012/08/imagine-dragons-ud7-radioactive-qrr-180x180.jpg
2013-02-27,Sail,AWOLNATION,18,24,18,6,https://charts-static.billboard.com/img/2011/02/awolnation-e35-sail-sgs-180x180.jpg
2013-02-27,Suit & Tie,Justin Timberlake Featuring JAY Z,19,19,19,4,https://charts-static.billboard.com/img/2002/09/justin-timberlake-8fk-180x180.jpg
2013-02-27,Swimming Pools (Drank),Kendrick Lamar,20,12,8,6,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-atc-swimmingpoolsdrank-9i9-180x180.jpg
2013-02-27,What Makes You Beautiful,One Direction,21,21,1,-,https://charts-static.billboard.com/img/2012/01/one-direction-0i5-180x180.jpg
2013-02-27,Kiss You,One Direction,22,22,1,-,https://charts-static.billboard.com/img/2011/09/one-direction-rlp-180x180.jpg
2013-02-27,Sweet Nothing,Calvin Harris Featuring Florence Welch,23,10,10,6,https://charts-static.billboard.com/img/2012/10/calvin-harris-ffl-180x180.jpg
2013-02-27,I Will Wait,Mumford & Sons,24,16,16,6,https://charts-static.billboard.com/img/2012/08/mumford-sons-miw-106x106.jpg
2013-02-27,I'm Different,2 Chainz,25,31,25,6,https://charts-static.billboard.com/img/2011/01/2-chainz-gor-180x180.jpg
2013-02-27,It's Time,Imagine Dragons,26,5,5,6,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-180x180.jpg
2013-02-27,Adorn,Miguel,27,27,4,-,https://charts-static.billboard.com/img/2005/12/miguel-rp9-180x180.jpg
2013-02-27,Somebody That I Used To Know,Gotye Featuring Kimbra,28,40,28,6,https://charts-static.billboard.com/img/2011/10/gotye-d4f-somebody-that-i-used-to-know-lme-180x180.jpg
2013-02-27,No Worries,Lil Wayne Featuring Detail,29,32,27,6,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2013-02-27,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,30,28,26,6,https://charts-static.billboard.com/img/2002/08/juicy-j-veb-180x180.jpg
2013-02-27,Wicked Games,The Weeknd,31,31,1,-,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2013-02-27,Hall Of Fame,The Script Featuring will.i.am,32,22,22,6,https://charts-static.billboard.com/img/2012/09/the-script-lb9-106x106.jpg
2013-02-27,Thinkin Bout You,Frank Ocean,33,26,23,6,https://charts-static.billboard.com/img/2011/05/frank-ocean-3ku-180x180.jpg
2013-02-27,Don't You Worry Child,Swedish House Mafia Featuring John Martin,34,8,6,6,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-106x106.jpg
2013-02-27,We Are Never Ever Getting Back Together,Taylor Swift,35,37,21,6,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg
2013-02-27,Pour It Up,Rihanna,36,36,1,-,https://charts-static.billboard.com/img/2012/12/rihanna-k0p-pouritup-o3c-180x180.jpg
2013-02-27,Die Young,Ke$ha,37,20,12,6,https://charts-static.billboard.com/img/2012/10/kesha-1uk-dieyoung-tsg-180x180.jpg
2013-02-27,Wanted,Hunter Hayes,38,42,38,6,#
2013-02-27,One More Night,Maroon 5,39,21,15,6,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-180x180.jpg
2013-02-27,Little Talks,Of Monsters And Men,40,13,13,6,https://charts-static.billboard.com/img/2011/11/of-monsters-and-men-03q-little-talks-jig-180x180.jpg
2013-02-27,All Gold Everything,Trinidad James,41,34,34,2,https://charts-static.billboard.com/img/2012/11/trinidad-james-kkd-180x180.jpg
2013-02-27,Neva End,Future,42,42,1,-,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2013-02-27,Little Things,One Direction,43,33,5,-,https://charts-static.billboard.com/img/2011/09/one-direction-rlp-180x180.jpg
2013-02-27,We Are Young,fun. Featuring Janelle Monae,44,33,29,6,https://charts-static.billboard.com/img/2011/10/fun-0dk-weareyoung-siq-180x180.jpg
2013-02-27,Some Nights,fun.,45,14,11,6,https://charts-static.billboard.com/img/2009/09/fun-0dk-180x180.jpg
2013-02-27,Rolling In The Deep,Adele,46,46,1,-,https://charts-static.billboard.com/img/2010/12/adele-000-rolling-in-the-deep-qxc-180x180.jpg
2013-02-27,Love Sosa,Chief Keef,47,45,3,-,https://charts-static.billboard.com/img/2012/05/chief-keef-xbm-180x180.jpg
2013-02-27,Sexy And I Know It,LMFAO,48,48,1,-,https://charts-static.billboard.com/img/2011/07/lmfao-8l3-106x106.jpg
2013-02-27,Try,P!nk,49,44,43,6,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2013-02-27,Poetic Justice,Kendrick Lamar Featuring Drake,50,36,36,6,https://charts-static.billboard.com/img/2010/10/kendrick-lamar-atc-180x180.jpg
2013-03-06,Harlem Shake,Baauer,1,1,1,2,https://charts-static.billboard.com/img/2013/02/baauer-fjy-106x106.jpg
2013-03-06,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,2,1,7,https://charts-static.billboard.com/img/2012/09/macklemore-ryan-lewis-79t-thriftshop-0bd-180x180.jpg
2013-03-06,Started From The Bottom,Drake,3,3,3,2,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2013-03-06,Love Me,Lil Wayne Featuring Drake & Future,4,11,4,4,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2013-03-06,One Way Or Another (Teenage Kicks),One Direction,5,5,1,-,https://charts-static.billboard.com/img/2013/03/one-direction-rlp-one-way-or-another-teenage-kicks-jo0-180x180.jpg
2013-03-06,Scream & Shout,will.i.am & Britney Spears,6,4,4,7,https://charts-static.billboard.com/img/2012/12/william-eaz-106x106.jpg
2013-03-06,Gangnam Style,PSY,7,5,5,7,https://charts-static.billboard.com/img/2012/07/psy-auz-gangnam-style-gr3-180x180.jpg
2013-03-06,F**kin Problems,A$AP Rocky Featuring Drake| 2 Chainz & Kendrick Lamar,8,6,2,7,https://charts-static.billboard.com/img/2011/12/aap-rocky-ai8-180x180.jpg
2013-03-06,Stay,Rihanna Featuring Mikky Ekko,9,7,7,2,https://charts-static.billboard.com/img/2012/12/rihanna-k0p-stay-tu3-180x180.jpg
2013-03-06,I Knew You Were Trouble.,Taylor Swift,10,10,10,2,https://charts-static.billboard.com/img/2012/10/taylor-swift-9sy-iknewyouweretrouble-v71-180x180.jpg
2013-03-06,When I Was Your Man,Bruno Mars,11,12,11,4,https://charts-static.billboard.com/img/2012/12/bruno-mars-c75-wheniwasyourman-zjd-180x180.jpg
2013-03-06,Suit & Tie,Justin Timberlake Featuring JAY Z,12,19,12,5,https://charts-static.billboard.com/img/2002/09/justin-timberlake-8fk-180x180.jpg
2013-03-06,Call Me Maybe,Carly Rae Jepsen,13,15,13,7,https://charts-static.billboard.com/img/2008/08/carly-rae-jepsen-fhc-180x180.jpg
2013-03-06,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,14,9,9,7,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg
2013-03-06,Radioactive,Imagine Dragons,15,17,6,7,https://charts-static.billboard.com/img/2012/08/imagine-dragons-ud7-radioactive-qrr-180x180.jpg
2013-03-06,Ho Hey,The Lumineers,16,8,3,7,https://charts-static.billboard.com/img/2012/04/the-lumineers-3ig-180x180.jpg
2013-03-06,Diamonds,Rihanna,17,13,3,7,https://charts-static.billboard.com/img/2012/10/rihanna-k0p-diamonds-wld-180x180.jpg
2013-03-06,Locked Out Of Heaven,Bruno Mars,18,14,2,7,https://charts-static.billboard.com/img/2012/10/bruno-mars-c75-lockedoutofheaven-fgw-180x180.jpg
2013-03-06,Girl On Fire,Alicia Keys Featuring Nicki Minaj,19,16,16,7,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2013-03-06,Sail,AWOLNATION,20,18,18,7,https://charts-static.billboard.com/img/2011/02/awolnation-e35-sail-sgs-180x180.jpg
2013-03-06,Kiss You,One Direction,21,22,21,2,https://charts-static.billboard.com/img/2011/09/one-direction-rlp-180x180.jpg
2013-03-06,What Makes You Beautiful,One Direction,22,21,21,2,https://charts-static.billboard.com/img/2012/01/one-direction-0i5-180x180.jpg
2013-03-06,Poetic Justice,Kendrick Lamar Featuring Drake,23,50,23,7,https://charts-static.billboard.com/img/2010/10/kendrick-lamar-atc-180x180.jpg
2013-03-06,Swimming Pools (Drank),Kendrick Lamar,24,20,8,7,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-atc-swimmingpoolsdrank-9i9-180x180.jpg
2013-03-06,Sweet Nothing,Calvin Harris Featuring Florence Welch,25,23,10,7,https://charts-static.billboard.com/img/2012/10/calvin-harris-ffl-180x180.jpg
2013-03-06,It's Time,Imagine Dragons,26,26,5,7,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-180x180.jpg
2013-03-06,Don't You Worry Child,Swedish House Mafia Featuring John Martin,27,34,6,7,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-106x106.jpg
2013-03-06,No Worries,Lil Wayne Featuring Detail,28,29,27,7,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2013-03-06,All Gold Everything,Trinidad James,29,41,29,3,https://charts-static.billboard.com/img/2012/11/trinidad-james-kkd-180x180.jpg
2013-03-06,Wicked Games,The Weeknd,30,31,30,2,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2013-03-06,Hall Of Fame,The Script Featuring will.i.am,31,32,22,7,https://charts-static.billboard.com/img/2012/09/the-script-lb9-106x106.jpg
2013-03-06,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,32,30,26,7,https://charts-static.billboard.com/img/2002/08/juicy-j-veb-180x180.jpg
2013-03-06,Pour It Up,Rihanna,33,36,33,2,https://charts-static.billboard.com/img/2012/12/rihanna-k0p-pouritup-o3c-180x180.jpg
2013-03-06,I'm Different,2 Chainz,34,25,25,7,https://charts-static.billboard.com/img/2011/01/2-chainz-gor-180x180.jpg
